Source_Location_X,Source_Location_Y,Source_Emission_rate
353,109,0.00044394
70,70,0.010781
180,180,0.013857
100,100,0.015379
300,300,0.002949
241,276,0.0023782
70,70,0.0078323
180,180,0.012145
100,100,0.0040271
300,300,0.011511
45,154,0.0033612
70,70,0.011923
180,180,0.01094
100,100,0.010433
300,300,0.0074835
107,86,0.0062468
70,70,0.00012684
180,180,0.0067225
100,100,0.002188
300,300,0.0072933
109,51,0.0072933
70,70,0.014904
180,180,0.0095446
100,100,0.0056761
300,300,0.0057395
276,72,0.01075
70,70,0.015538
180,180,0.014935
100,100,0.0033612
300,300,0.0028539
154,385,0.0032344
70,70,0.012208
180,180,0.015474
100,100,0.0091007
300,300,0.010147
86,49,0.015284
70,70,0.0044394
180,180,0.012494
100,100,0.0075152
300,300,0.0027588
51,220,0.01354
70,70,0.0029807
180,180,0.0081177
100,100,0.0087202
300,300,0.0097349
72,244,0.0084031
70,70,0.0099569
180,180,0.011955
100,100,0.0083397
300,300,0.010591
385,395,0.012145
70,70,0.011796
180,180,0.011986
100,100,0.005359
300,300,0.0048199
49,179,0.0072298
70,70,0.002188
180,180,0.013128
100,100,0.0039003
300,300,0.0089105
220,75,0.00095129
70,70,0.0063737
180,180,0.010369
100,100,0.00091958
300,300,0.011764
244,126,0.012081
70,70,0.014333
180,180,0.0043442
100,100,0.011606
300,300,0.0079592
395,166,0.010369
70,70,0.0034564
180,180,0.0062785
100,100,0.0082763
300,300,0.01484
179,307,0.014618
70,70,0.013762
180,180,0.010401
100,100,0.0055175
300,300,0.015284
75,302,0.015252
70,70,0.0080543
180,180,0.011542
100,100,0.0093227
300,300,0.0091007
126,41,0.0065005
70,70,0.013699
180,180,0.0040906
100,100,0.0023465
300,300,0.0019977
166,177,0.01557
70,70,0.0084982
180,180,0.00091958
100,100,0.015252
300,300,0.011859
307,112,0.0082128
70,70,0.010052
180,180,0.000983
100,100,0.011352
300,300,0.0030124
302,233,0.013413
70,70,0.010337
180,180,0.0058029
100,100,0.0083397
300,300,0.011289
41,161,0.0077372
70,70,3.17E-05
180,180,0.007864
100,100,0.0045662
300,300,0.0078006
177,304,0.014333
70,70,0.0038686
180,180,0.0054541
100,100,0.0057712
300,300,0.0072933
112,301,0.0040589
70,70,0.015633
180,180,0.001744
100,100,0.012557
300,300,0.013191
233,97,0.0015538
70,70,0.0087519
180,180,0.011194
100,100,0.014143
300,300,0.011859
161,198,0.0016489
70,70,0.0038686
180,180,0.012811
100,100,0.0098617
300,300,0.008086
304,204,0.01446
70,70,0.0097032
180,180,0.0064688
100,100,0.014143
300,300,0.012018
301,224,0.0099569
70,70,0.0085616
180,180,0.010845
100,100,0.010464
300,300,0.015728
97,392,0.012177
70,70,0.014206
180,180,0.0025368
100,100,0.0078323
300,300,0.0057078
198,48,0.0074518
70,70,0.01446
180,180,0.002188
100,100,0.010559
300,300,0.00015855
204,343,0.010211
70,70,0.0074201
180,180,0.0081494
100,100,0.0091007
300,300,0.0041857
224,162,0.0078957
70,70,0.0032344
180,180,0.0061517
100,100,0.010908
300,300,0.0028856
392,388,0.0075786
70,70,0.013064
180,180,0.00015855
100,100,0.0053907
300,300,0.00371
48,212,0.0047248
70,70,0.0006342
180,180,0.0098617
100,100,0.01132
300,300,0.010781
343,209,0.0037418
70,70,0.0027588
180,180,0.0048199
100,100,0.010179
300,300,0.014587
162,36,0.0029807
70,70,0.00091958
180,180,0.0045979
100,100,0.011796
300,300,0.0030124
388,62,0.0024417
70,70,0.014174
180,180,0.0072615
100,100,0.0044394
300,300,3.17E-05
212,58,0.010084
70,70,0.012113
180,180,0.015316
100,100,0.00095129
300,300,0.0069762
209,304,0.01002
70,70,0.00079274
180,180,0.0038686
100,100,0.012399
300,300,0.012652
36,305,0.012081
70,70,0.014555
180,180,0.011574
100,100,0.0045662
300,300,0.0065005
62,253,0.0094178
70,70,0.0032344
180,180,0.0041223
100,100,0.00028539
300,300,0.0027588
58,356,0.0011416
70,70,0.001966
180,180,0.0089422
100,100,0.0086251
300,300,0.0097983
304,346,0.0073567
70,70,0.0018392
180,180,0.01243
100,100,0.011035
300,300,0.010464
305,217,0.01465
70,70,0.0015538
180,180,0.0065639
100,100,0.00028539
300,300,0.01484
253,369,0.0037735
70,70,0.0079274
180,180,0.0089105
100,100,0.0023148
300,300,0.01243
356,279,0.0010147
70,70,0.0048199
180,180,0.01503
100,100,0.010686
300,300,0.010845
346,316,0.0088153
70,70,0.0075786
180,180,0.0045345
100,100,0.0083397
300,300,0.015696
217,263,0.014904
70,70,0.0012684
180,180,0.0020611
100,100,0.0084665
300,300,0.010686
369,176,0.0097666
70,70,0.0085934
180,180,0.015411
100,100,0.0081494
300,300,0.0077055
279,399,0.0050419
70,70,0.0094812
180,180,0.0049784
100,100,0.0010464
300,300,0.00076104
316,38,0.010084
70,70,0.011035
180,180,0.00015855
100,100,0.014047
300,300,0.003932
263,144,0.00044394
70,70,0.002727
180,180,0.014745
100,100,0.01484
300,300,0.0023782
176,351,0.010211
70,70,0.0064371
180,180,0.013604
100,100,0.013001
300,300,0.01557
399,79,0.007103
70,70,0.011891
180,180,0.0047248
100,100,0.0051053
300,300,0.0027905
38,307,0.0024417
70,70,0.011669
180,180,0.0028856
100,100,0.00050736
300,300,0.0058346
144,379,0.011986
70,70,0.015126
180,180,0.0025051
100,100,0.0020611
300,300,0.0023465
351,130,0.0051053
70,70,0.0022831
180,180,0.014111
100,100,0.0026319
300,300,0.015221
79,350,0.011003
70,70,0.0036149
180,180,0.012938
100,100,0.0031076
300,300,0.012874
307,154,0.0020294
70,70,0.0013952
180,180,0.01354
100,100,0.00079274
300,300,0.0077372
379,242,0.00047565
70,70,0.0074835
180,180,0.014682
100,100,0.011669
300,300,0.0091958
130,223,0.00044394
70,70,0.0044394
180,180,0.0075152
100,100,0.014238
300,300,0.0045028
350,27,0.012081
70,70,0.012462
180,180,0.015379
100,100,0.0012684
300,300,0.010528
154,335,0.012335
70,70,0.0032978
180,180,0.011257
100,100,0.010559
300,300,0.0025368
242,340,0.0042491
70,70,0.00082445
180,180,0.0044077
100,100,0.0006342
300,300,0.014111
223,212,0.015379
70,70,0.015284
180,180,0.0045345
100,100,0.010179
300,300,0.0057078
27,323,0.0021563
70,70,0.014143
180,180,0.0013635
100,100,0.013952
300,300,0.001744
335,343,0.0032344
70,70,0.0036466
180,180,0.0024734
100,100,0.00034881
300,300,0.0073884
340,292,0.011828
70,70,0.011194
180,180,0.002188
100,100,0.014682
300,300,0.0079909
212,107,0.0011098
70,70,0.0048833
180,180,0.0052955
100,100,0.0084665
300,300,0.00076104
323,319,0.0045979
70,70,0.014365
180,180,0.0058663
100,100,0.0011416
300,300,0.0012684
343,388,0.010242
70,70,0.014428
180,180,0.0071981
100,100,0.014999
300,300,0.00069762
292,113,0.0074835
70,70,0.0052955
180,180,0.0099886
100,100,0.0081811
300,300,0.011098
107,93,0.00012684
70,70,0.015252
180,180,0.0085299
100,100,0.011542
300,300,0.014808
319,36,0.01075
70,70,0.01113
180,180,0.0049784
100,100,0.014713
300,300,0.0084665
388,36,0.0014269
70,70,0.0039954
180,180,0.013825
100,100,9.51E-05
300,300,0.013572
113,100,0.00095129
70,70,0.0015221
180,180,0.0077689
100,100,0.01484
300,300,0.0043442
93,263,0.015855
70,70,0.010813
180,180,0.0095764
100,100,0.014777
300,300,0.011257
36,205,0.0015221
70,70,0.0020611
180,180,0.010306
100,100,0.014682
300,300,0.0021246
36,137,0.0044394
70,70,0.014301
180,180,0.000983
100,100,0.0095446
300,300,0.0030124
100,350,0.0058663
70,70,0.015379
180,180,0.0057078
100,100,0.00076104
300,300,0.0081177
263,248,0.0077372
70,70,0.012716
180,180,0.014143
100,100,0.001966
300,300,0.013921
205,378,0.0049467
70,70,0.0089105
180,180,0.012145
100,100,0.012684
300,300,0.0065956
137,306,0.015538
70,70,0.0020928
180,180,0.0019977
100,100,0.01094
300,300,0.0066908
350,231,0.014111
70,70,0.013508
180,180,0.0086568
100,100,0.0029173
300,300,0.013318
248,222,0.0037735
70,70,0.0085934
180,180,0.011574
100,100,0.0066908
300,300,0.0033295
378,199,0.0073567
70,70,0.014111
180,180,0.0036466
100,100,0.0032344
300,300,0.0079909
306,185,0.0073567
70,70,0.011574
180,180,0.009291
100,100,0.0095764
300,300,0.013477
231,31,0.00022197
70,70,0.01205
180,180,0.012113
100,100,0.010686
300,300,0.013667
222,324,0.015791
70,70,0.012874
180,180,0.0016489
100,100,0.0066273
300,300,0.0056126
199,123,0.012684
70,70,0.015189
180,180,0.013033
100,100,0.014269
300,300,0.0081177
185,284,0.012145
70,70,0.00057078
180,180,0.0060566
100,100,0.0026636
300,300,0.0085934
31,138,0.0034564
70,70,0.0074835
180,180,0.0042491
100,100,0.0044394
300,300,0.011923
324,183,0.0033929
70,70,0.003932
180,180,0.0066908
100,100,0.0087202
300,300,0.00012684
123,135,0.0051687
70,70,0.012081
180,180,0.000983
100,100,0.0074201
300,300,0.0095446
284,398,0.00041223
70,70,0.0028222
180,180,0.0096715
100,100,0.0073884
300,300,0.001205
138,301,0.0013635
70,70,0.0019026
180,180,0.011035
100,100,0.0040906
300,300,0.015538
183,257,0.0059614
70,70,0.0076421
180,180,0.00044394
100,100,0.004154
300,300,0.00983
135,341,0.015633
70,70,0.0048833
180,180,0.0017757
100,100,9.51E-05
300,300,0.0061517
398,125,0.005898
70,70,0.0030758
180,180,0.0015221
100,100,0.007325
300,300,0.013984
301,112,0.01484
70,70,0.011035
180,180,0.015348
100,100,0.0098617
300,300,0.01205
257,34,0.015379
70,70,0.0037735
180,180,0.0085616
100,100,3.17E-05
300,300,0.0054541
341,215,0.0094178
70,70,0.0010147
180,180,0.0010147
100,100,0.002727
300,300,0.0013001
125,303,0.0047248
70,70,0.0035198
180,180,0.013604
100,100,0.0084031
300,300,0.0041857
112,280,0.012018
70,70,0.0010464
180,180,0.0071347
100,100,0.0027905
300,300,0.0075469
34,329,0.0058346
70,70,0.0078006
180,180,0.00041223
100,100,0.0043125
300,300,0.0095446
215,290,0.0092275
70,70,0.0092275
180,180,0.013477
100,100,0.0010781
300,300,0.01335
303,206,0.0071347
70,70,0.0093544
180,180,0.010972
100,100,0.0089422
300,300,0.0059932
280,350,0.00041223
70,70,0.012081
180,180,0.0096398
100,100,0.011859
300,300,0.0064054
329,150,0.012842
70,70,0.0070713
180,180,0.012272
100,100,0.013318
300,300,0.00028539
290,319,0.00091958
70,70,0.0071664
180,180,0.0051687
100,100,0.0089739
300,300,0.013413
206,48,0.006881
70,70,0.0082128
180,180,0.0053907
100,100,0.0035198
300,300,0.013477
350,137,0.013794
70,70,0.010306
180,180,0.0070079
100,100,0.011796
300,300,0.0046296
150,88,0.0041223
70,70,0.013096
180,180,0.0077689
100,100,0.012367
300,300,0.01484
319,258,0.0070713
70,70,0.0097032
180,180,0.013064
100,100,0.0057395
300,300,0.0071664
48,234,0.011542
70,70,0.0084031
180,180,0.0098617
100,100,0.0058346
300,300,0.00983
137,163,0.0048516
70,70,0.0051687
180,180,0.0023782
100,100,0.0034247
300,300,0.0018709
88,296,0.011479
70,70,0.013033
180,180,0.0022831
100,100,0.0028856
300,300,0.0040589
258,175,0.0082445
70,70,0.0016489
180,180,0.0053907
100,100,0.0015538
300,300,0.0086568
234,304,0.013286
70,70,0.002727
180,180,0.0082445
100,100,0.011891
300,300,0.0075152
163,124,0.0019026
70,70,0.00069762
180,180,0.01113
100,100,0.0056126
300,300,0.0015855
296,342,0.012399
70,70,0.011194
180,180,0.0025685
100,100,0.00047565
300,300,0.0026953
175,101,0.013445
70,70,0.0030441
180,180,0.010306
100,100,0.0094495
300,300,0.0052004
304,82,0.012335
70,70,0.013889
180,180,0.0079274
100,100,0.0086251
300,300,0.011257
124,373,0.012842
70,70,0.010242
180,180,0.0036149
100,100,0.0030758
300,300,0.0065639
342,153,0.014713
70,70,0.0097983
180,180,0.00085616
100,100,0.0059297
300,300,0.0021563
101,228,0.010242
70,70,0.0097349
180,180,0.0076104
100,100,0.011542
300,300,0.010813
82,78,0.012081
70,70,0.01224
180,180,0.0053907
100,100,0.0075469
300,300,0.0021246
373,130,0.0025051
70,70,0.0063102
180,180,0.00079274
100,100,0.00019026
300,300,0.0073884
153,52,0.014555
70,70,0.0042491
180,180,0.0023465
100,100,0.013762
300,300,0.0066908
228,190,0.0079592
70,70,0.015823
180,180,0.01132
100,100,0.012906
300,300,0.0072933
78,68,0.013477
70,70,0.012335
180,180,0.013096
100,100,0.0012367
300,300,0.0052004
130,173,0.013508
70,70,0.015062
180,180,0.0081811
100,100,0.0029807
300,300,0.00072933
52,330,0.012779
70,70,0.0016806
180,180,0.0061517
100,100,0.011035
300,300,0.0029173
190,95,0.010401
70,70,0.0054541
180,180,0.0082763
100,100,0.0083397
300,300,0.014555
68,292,0.0044711
70,70,0.013699
180,180,0.015506
100,100,0.0006342
300,300,0.015126
173,40,0.010401
70,70,0.0016172
180,180,0.0018075
100,100,0.015316
300,300,0.011003
330,135,0.0023465
70,70,0.011733
180,180,0.010908
100,100,0.0052955
300,300,0.0094178
95,354,0.0028539
70,70,0.00095129
180,180,0.003932
100,100,0.0076104
300,300,0.014682
292,174,0.00053907
70,70,0.0023782
180,180,0.0089422
100,100,0.0055175
300,300,0.0093544
40,118,0.014428
70,70,0.0076738
180,180,0.011003
100,100,0.01113
300,300,0.0056443
135,297,0.011955
70,70,0.011955
180,180,0.0052004
100,100,0.010908
300,300,0.011098
354,100,0.015696
70,70,0.010464
180,180,0.014111
100,100,0.009069
300,300,0.0075469
174,31,0.00612
70,70,0.0091324
180,180,0.0046296
100,100,0.0097032
300,300,0.0072615
118,352,0.0055492
70,70,0.015316
180,180,0.0084982
100,100,0.01465
300,300,0.0046296
297,365,0.013508
70,70,0.0023148
180,180,0.011352
100,100,0.0087836
300,300,0.0088153
100,242,0.0025368
70,70,0.0048833
180,180,0.010369
100,100,0.010274
300,300,0.012938
31,322,0.0061834
70,70,0.00019026
180,180,0.0021246
100,100,0.0026953
300,300,0.013318
352,140,0.011574
70,70,0.0066908
180,180,0.01316
100,100,0.0049467
300,300,0.009069
365,140,0.0046296
70,70,0.011003
180,180,0.0071981
100,100,0.0084982
300,300,0.00085616
242,118,0.013477
70,70,0.0050419
180,180,0.011384
100,100,0.011447
300,300,0.015601
322,165,0.015189
70,70,0.0073567
180,180,0.0096715
100,100,0.013096
300,300,0.0053907
140,49,0.0045662
70,70,0.0092593
180,180,0.0041223
100,100,0.014935
300,300,0.015157
140,145,0.011511
70,70,0.013033
180,180,0.00038052
100,100,0.0082128
300,300,0.014904
118,200,0.013223
70,70,0.013445
180,180,0.011352
100,100,0.0055809
300,300,0.007325
165,239,0.010306
70,70,0.011289
180,180,0.0094812
100,100,0.015411
300,300,0.0074518
49,130,0.013096
70,70,0.0019343
180,180,0.0052955
100,100,0.013033
300,300,0.0062785
145,139,0.0071664
70,70,0.011986
180,180,0.0059297
100,100,0.012494
300,300,0.002188
200,38,0.013286
70,70,0.0060566
180,180,0.015474
100,100,0.015252
300,300,0.008847
239,333,0.010115
70,70,0.00015855
180,180,0.015823
100,100,0.010781
300,300,0.014238
130,292,0.0089422
70,70,0.0065322
180,180,0.012335
100,100,0.0061834
300,300,0.0063102
139,253,0.0094495
70,70,0.0034247
180,180,0.0094495
100,100,0.0041857
300,300,0.0055175
38,154,0.0072933
70,70,0.0016172
180,180,0.0019026
100,100,0.0024099
300,300,0.0068493
333,185,0.0077689
70,70,0.0097983
180,180,0.0026953
100,100,0.015252
300,300,0.0025051
292,333,0.012747
70,70,0.014111
180,180,0.01224
100,100,0.01557
300,300,0.0020294
253,101,0.015696
70,70,0.0051687
180,180,0.0089422
100,100,0.012462
300,300,0.011352
154,391,0.0086885
70,70,0.0072615
180,180,0.0047882
100,100,0.01075
300,300,0.015474
185,183,0.015601
70,70,0.00041223
180,180,0.010084
100,100,0.010496
300,300,0.0047882
333,387,0.002727
70,70,0.015855
180,180,0.0077055
100,100,0.014872
300,300,0.015284
101,160,0.0069762
70,70,0.0086568
180,180,0.0089105
100,100,0.0052321
300,300,0.010591
391,69,0.012557
70,70,0.0013952
180,180,0.0026953
100,100,0.0097032
300,300,0.015189
183,171,0.004154
70,70,0.005898
180,180,0.0095129
100,100,0.011828
300,300,0.00983
387,22,0.0070079
70,70,0.013413
180,180,0.0020611
100,100,0.00082445
300,300,0.0064371
160,124,0.0093861
70,70,0.010559
180,180,0.015062
100,100,0.0063102
300,300,0.014143
69,383,0.0011098
70,70,0.005137
180,180,0.00066591
100,100,0.0038052
300,300,0.012494
171,235,0.0020611
70,70,0.01576
180,180,0.0058663
100,100,0.004154
300,300,0.0071347
22,66,0.014396
70,70,0.0011416
180,180,0.00079274
100,100,0.010211
300,300,0.0020294
124,177,0.015252
70,70,0.0075469
180,180,0.0058346
100,100,0.0033929
300,300,0.0083714
383,379,0.014935
70,70,0.011606
180,180,0.015823
100,100,0.0025368
300,300,0.013223
235,102,0.010369
70,70,0.013889
180,180,0.00072933
100,100,0.00034881
300,300,0.0060249
66,294,0.0075152
70,70,0.0039003
180,180,0.0033295
100,100,0.01262
300,300,0.0075469
177,325,0.011479
70,70,0.0075786
180,180,0.011701
100,100,0.012272
300,300,0.0093544
379,377,0.0006342
70,70,0.0084665
180,180,0.01335
100,100,0.0060883
300,300,0.0064371
102,42,0.0011733
70,70,0.0032027
180,180,0.013857
100,100,0.011542
300,300,0.0068493
294,389,0.001966
70,70,0.01484
180,180,0.0048833
100,100,0.012652
300,300,0.014269
325,343,0.011828
70,70,0.0013318
180,180,0.01373
100,100,0.011225
300,300,0.0074201
377,79,0.011764
70,70,0.0092275
180,180,0.0093861
100,100,0.014587
300,300,0.0039637
42,374,0.0021246
70,70,0.0018709
180,180,0.0065956
100,100,0.015855
300,300,0.0064054
389,389,0.010147
70,70,0.01576
180,180,0.010274
100,100,0.011606
300,300,0.00019026
343,190,0.010496
70,70,0.0041223
180,180,0.00044394
100,100,0.014904
300,300,0.014016
79,129,0.015126
70,70,0.0057712
180,180,0.015284
100,100,0.0019026
300,300,0.0055492
374,88,0.013096
70,70,0.0090373
180,180,0.011796
100,100,0.011796
300,300,0.01335
389,152,0.00047565
70,70,0.013699
180,180,0.0094812
100,100,0.0016489
300,300,0.012399
190,62,0.012969
70,70,0.0093861
180,180,0.0079274
100,100,0.01132
300,300,0.014238
129,64,0.000983
70,70,0.0085934
180,180,0.0047248
100,100,0.0013952
300,300,0.015791
88,81,0.0013001
70,70,0.0092275
180,180,0.0069127
100,100,0.0023782
300,300,0.0069127
152,202,0.014872
70,70,0.0064371
180,180,0.0012367
100,100,0.012494
300,300,0.014206
62,245,0.0073884
70,70,0.007103
180,180,0.0097666
100,100,0.0049784
300,300,0.011194
64,114,0.004915
70,70,0.004693
180,180,0.0060566
100,100,0.012272
300,300,0.010179
81,291,0.0059932
70,70,0.0010781
180,180,0.010813
100,100,0.0053907
300,300,0.0016172
202,33,0.0052321
70,70,0.0056443
180,180,0.0087519
100,100,0.0015221
300,300,0.0079274
245,65,0.013794
70,70,0.002188
180,180,0.013508
100,100,0.0051053
300,300,0.011955
114,265,0.0029807
70,70,0.0097032
180,180,0.0062151
100,100,0.0051687
300,300,0.0059932
291,201,0.010464
70,70,0.015633
180,180,0.014174
100,100,0.0084982
300,300,0.015094
33,283,0.0039003
70,70,0.011637
180,180,0.0094178
100,100,0.009291
300,300,0.00028539
65,388,0.0098617
70,70,0.013477
180,180,0.0048833
100,100,0.0044394
300,300,0.0075152
265,169,0.011098
70,70,0.0058346
180,180,0.0046296
100,100,0.0006342
300,300,0.0069444
201,277,0.011416
70,70,0.010242
180,180,0.011859
100,100,0.013096
300,300,0.011479
283,345,0.0021563
70,70,0.0028856
180,180,0.0056126
100,100,0.0077689
300,300,0.0039954
388,33,0.0064688
70,70,0.0064054
180,180,0.0045028
100,100,0.0071347
300,300,0.011796
169,279,0.00088787
70,70,0.0048199
180,180,0.015316
100,100,0.0084348
300,300,0.0078957
277,40,0.011447
70,70,0.0032661
180,180,0.0020611
100,100,0.0020294
300,300,0.0055492
345,98,0.0095446
70,70,0.0028539
180,180,0.0072298
100,100,0.0072933
300,300,0.007103
33,198,0.0036149
70,70,0.013255
180,180,0.0023782
100,100,0.0057395
300,300,0.01335
279,47,0.011035
70,70,0.0028222
180,180,0.0071664
100,100,0.002727
300,300,0.0023782
40,268,0.0056761
70,70,0.0010781
180,180,0.00076104
100,100,0.015823
300,300,0.0012367
98,121,0.010179
70,70,0.012589
180,180,0.00066591
100,100,0.0031393
300,300,0.010369
198,241,0.0052004
70,70,0.0038369
180,180,0.0082128
100,100,0.0055175
300,300,0.0069127
47,228,0.008847
70,70,0.0025051
180,180,0.0034564
100,100,0.012557
300,300,0.0052638
268,169,0.014777
70,70,0.0035515
180,180,0.011542
100,100,0.0041223
300,300,0.0041857
121,377,0.011955
70,70,0.0088153
180,180,0.0082763
100,100,0.0057078
300,300,0.0054224
241,177,0.011162
70,70,0.008847
180,180,0.0019343
100,100,0.0013001
300,300,0.013064
228,207,0.0067859
70,70,3.17E-05
180,180,0.0042491
100,100,0.007103
300,300,0.010115
169,380,0.0030124
70,70,0.0045979
180,180,0.0084982
100,100,0.0058029
300,300,0.0062151
377,112,0.00047565
70,70,0.015823
180,180,0.003171
100,100,0.011225
300,300,0.010306
177,25,0.011923
70,70,0.00047565
180,180,0.01373
100,100,0.0050736
300,300,0.0013635
207,217,0.0036149
70,70,0.01224
180,180,0.003171
100,100,0.012018
300,300,0.0023465
380,338,0.011225
70,70,0.0034881
180,180,0.0077689
100,100,0.012081
300,300,0.0093544
112,95,0.00069762
70,70,0.011289
180,180,0.0016806
100,100,0.0038052
300,300,0.011003
25,48,0.014682
70,70,0.0022197
180,180,0.0031393
100,100,0.015855
300,300,0.008086
217,102,0.0087836
70,70,0.0069127
180,180,0.0011416
100,100,0.0078957
300,300,0.0016489
338,321,0.01132
70,70,0.0072933
180,180,0.005137
100,100,0.0078006
300,300,0.008847
95,320,0.0018075
70,70,0.0023148
180,180,0.0052955
100,100,0.0048199
300,300,0.0050419
48,167,0.0045662
70,70,0.0086568
180,180,0.00015855
100,100,0.014777
300,300,0.01335
102,259,0.006881
70,70,0.0082445
180,180,0.0046613
100,100,0.0095764
300,300,0.0042808
321,228,0.0028856
70,70,0.014428
180,180,0.0035198
100,100,0.0083397
300,300,0.01224
320,125,0.011574
70,70,0.011828
180,180,0.0086885
100,100,0.01224
300,300,0.012113
167,54,0.015696
70,70,0.0010147
180,180,0.013255
100,100,0.014713
300,300,0.0027588
259,203,0.0093227
70,70,0.0011098
180,180,0.013699
100,100,0.0071981
300,300,0.00034881
228,332,0.0097983
70,70,0.0070396
180,180,0.010845
100,100,0.011574
300,300,0.0099569
125,38,0.0024099
70,70,0.0015221
180,180,0.0073884
100,100,0.01503
300,300,0.003932
54,358,0.00085616
70,70,0.015443
180,180,0.01132
100,100,0.014428
300,300,0.010115
203,320,0.014079
70,70,0.0017757
180,180,0.015538
100,100,0.00076104
300,300,0.0017123
332,343,0.0065956
70,70,0.0087519
180,180,0.005898
100,100,0.012906
300,300,0.014047
38,158,0.0047882
70,70,0.0047248
180,180,0.0064688
100,100,0.005898
300,300,0.00079274
358,322,0.00038052
70,70,0.007864
180,180,0.010084
100,100,0.011574
300,300,0.0065322
320,168,0.011352
70,70,0.00079274
180,180,0.01002
100,100,0.00066591
300,300,0.0029173
343,82,0.0096715
70,70,0.0075786
180,180,0.0012684
100,100,0.010274
300,300,0.0053272
158,30,0.0010781
70,70,0.0093861
180,180,0.011003
100,100,0.0084982
300,300,0.005359
322,230,0.0036466
70,70,0.014206
180,180,0.0038686
100,100,0.0085299
300,300,0.010972
168,54,0.0095764
70,70,0.011162
180,180,0.0044077
100,100,0.0016489
300,300,0.002949
82,329,0.013889
70,70,0.0026953
180,180,0.011701
100,100,0.015189
300,300,0.0049784
30,256,0.0006342
70,70,0.010686
180,180,0.0010781
100,100,0.0088787
300,300,0.0091641
230,107,0.0055175
70,70,0.0074518
180,180,0.0018709
100,100,0.0078957
300,300,0.0070396
54,94,0.0022197
70,70,0.015538
180,180,0.0032027
100,100,0.013762
300,300,0.013825
329,356,0.011225
70,70,0.0078323
180,180,0.010623
100,100,0.015474
300,300,0.01373
256,63,0.0045979
70,70,0.003171
180,180,0.0096715
100,100,0.0073567
300,300,0.012938
107,143,0.0058663
70,70,0.015538
180,180,0.0084031
100,100,0.012081
300,300,0.0016172
94,365,0.012177
70,70,0.0025051
180,180,0.00072933
100,100,0.012779
300,300,0.0064688
356,164,0.0033295
70,70,0.009069
180,180,0.0022831
100,100,0.0057078
300,300,0.012462
63,37,0.0016489
70,70,0.01484
180,180,0.0045028
100,100,0.00047565
300,300,0.01373
143,378,0.0050101
70,70,0.0064688
180,180,0.0036783
100,100,0.00038052
300,300,0.014745
365,377,0.003932
70,70,0.0066273
180,180,0.0050736
100,100,0.01113
300,300,0.0082445
164,77,0.01224
70,70,0.015791
180,180,0.0083714
100,100,0.0012367
300,300,0.012208
37,287,0.0011098
70,70,0.004915
180,180,0.0055492
100,100,0.0011416
300,300,0.0069127
378,241,0.0057395
70,70,0.0045345
180,180,0.0074835
100,100,0.013794
300,300,0.0046613
377,242,0.0092275
70,70,0.014301
180,180,0.015791
100,100,0.014967
300,300,0.013825
77,109,0.014079
70,70,0.0026636
180,180,0.0079592
100,100,0.0091958
300,300,0.0074518
287,108,0.0089105
70,70,0.0090056
180,180,0.0061834
100,100,0.0071347
300,300,0.0064054
241,147,0.0076421
70,70,0.011447
180,180,0.015316
100,100,0.01094
300,300,0.0020611
242,258,0.014047
70,70,0.00095129
180,180,0.005359
100,100,0.010211
300,300,0.0043125
109,106,0.015633
70,70,0.0013635
180,180,0.014428
100,100,0.010559
300,300,0.0050419
108,196,0.0016489
70,70,0.00041223
180,180,0.011447
100,100,0.010496
300,300,0.0069762
147,159,0.011003
70,70,0.0096398
180,180,0.015348
100,100,0.014523
300,300,0.0042174
258,292,0.0059614
70,70,0.0070713
180,180,0.0036466
100,100,9.51E-05
300,300,0.0045345
106,29,0.012177
70,70,0.0022197
180,180,0.015601
100,100,0.0062468
300,300,0.0039637
196,269,0.0098617
70,70,0.015791
180,180,0.0071347
100,100,0.0061517
300,300,0.015506
159,73,0.0020928
70,70,0.0048199
180,180,0.015252
100,100,0.012684
300,300,0.0010464
292,389,0.0013952
70,70,0.014143
180,180,0.0033929
100,100,0.0076738
300,300,0.0033295
29,323,0.0083714
70,70,0.0071664
180,180,0.014682
100,100,0.0039637
300,300,0.000983
269,337,0.013223
70,70,0.0045028
180,180,0.0044077
100,100,0.014016
300,300,0.0016489
73,230,0.0091958
70,70,0.0094495
180,180,0.0035832
100,100,0.0080226
300,300,0.0099886
389,152,0.011796
70,70,0.0050419
180,180,0.00060249
100,100,0.011669
300,300,0.0054858
323,271,0.0013318
70,70,0.008308
180,180,0.0067542
100,100,0.0032027
300,300,0.004693
337,128,0.012177
70,70,0.0045979
180,180,0.0025051
100,100,0.0019977
300,300,0.0057395
230,333,0.0059932
70,70,0.0046613
180,180,0.015062
100,100,0.010623
300,300,0.0026636
152,381,0.013604
70,70,0.01446
180,180,0.011891
100,100,0.0066273
300,300,0.011416
271,293,0.0013952
70,70,0.0084348
180,180,0.0020294
100,100,0.00069762
300,300,0.0013318
128,74,0.012113
70,70,0.01373
180,180,0.0011733
100,100,0.0075786
300,300,0.004376
333,376,0.010147
70,70,0.010052
180,180,0.0068493
100,100,0.0076421
300,300,0.003171
381,119,0.0048833
70,70,0.00022197
180,180,0.0035832
100,100,0.013572
300,300,0.0023148
293,87,0.0030441
70,70,0.010876
180,180,0.0006342
100,100,0.014016
300,300,0.013508
74,137,0.0041223
70,70,0.0082763
