,Source_Location_X,,Source_Location_Y,,Source_Emission_rate
1.84509804,70,1.84509804,70,-1.857329022,0.013889
2.255272505,180,2.255272505,180,-2.100869228,0.0079274
2,100,2,100,-2.064235861,0.0086251
2.477121255,300,2.477121255,300,-1.948577334,0.011257
2.093421685,124,2.571708832,373,-1.891367334,0.012842
1.84509804,70,1.84509804,70,-1.989615229,0.010242
2.255272505,180,2.255272505,180,-2.441903712,0.0036149
2,100,2,100,-2.512041907,0.0030758
2.477121255,300,2.477121255,300,-2.182838044,0.0065639
2.534026106,342,2.184691431,153,-1.832298765,0.014713
1.84509804,70,1.84509804,70,-2.008849268,0.0097983
2.255272505,180,2.255272505,180,-3.067445066,0.00085616
2,100,2,100,-2.226967278,0.0059297
2.477121255,300,2.477121255,300,-2.666290817,0.0021563
2.004321374,101,2.357934847,228,-1.989615229,0.010242
1.84509804,70,1.84509804,70,-2.011668505,0.0097349
2.255272505,180,2.255272505,180,-2.118592516,0.0076104
2,100,2,100,-1.93771893,0.011542
2.477121255,300,2.477121255,300,-1.966053797,0.010813
1.913813852,82,1.892094603,78,-1.917897116,0.012081
1.84509804,70,1.84509804,70,-1.912218582,0.01224
2.255272505,180,2.255272505,180,-2.268354837,0.0053907
2,100,2,100,-2.122231405,0.0075469
2.477121255,300,2.477121255,300,-2.672722823,0.0021246
2.571708832,373,2.113943352,130,-2.601174933,0.0025051
1.84509804,70,1.84509804,70,-2.199956876,0.0063102
2.255272505,180,2.255272505,180,-3.100869228,0.00079274
2,100,2,100,-3.720652508,0.00019026
2.477121255,300,2.477121255,300,-2.1314496,0.0073884
2.184691431,153,1.716003344,52,-1.83698779,0.014555
1.84509804,70,1.84509804,70,-2.371703048,0.0042491
2.255272505,180,2.255272505,180,-2.629579441,0.0023465
2,100,2,100,-1.861318446,0.013762
2.477121255,300,2.477121255,300,-2.174521952,0.0066908
2.357934847,228,2.278753601,190,-2.099130582,0.0079592
1.84509804,70,1.84509804,70,-1.800711172,0.015823
2.255272505,180,2.255272505,180,-1.946153573,0.01132
2,100,2,100,-1.889208339,0.012906
2.477121255,300,2.477121255,300,-2.137075922,0.0072933
1.892094603,78,1.832508913,68,-1.870406772,0.013477
1.84509804,70,1.84509804,70,-1.908860846,0.012335
2.255272505,180,2.255272505,180,-1.882861334,0.013096
2,100,2,100,-2.907735639,0.0012367
2.477121255,300,2.477121255,300,-2.28396325,0.0052004
2.113943352,130,2.238046103,173,-1.869408948,0.013508
1.84509804,70,1.84509804,70,-1.822117357,0.015062
2.255272505,180,2.255272505,180,-2.087188299,0.0081811
2,100,2,100,-2.525681732,0.0029807
2.477121255,300,2.477121255,300,-3.137075922,0.00072933
1.716003344,52,2.51851394,330,-1.89350313,0.012779
1.84509804,70,1.84509804,70,-2.774535641,0.0016806
2.255272505,180,2.255272505,180,-2.211004852,0.0061517
2,100,2,100,-1.957227663,0.011035
2.477121255,300,2.477121255,300,-2.535018908,0.0029173
2.278753601,190,1.977723605,95,-1.982924904,0.010401
1.84509804,70,1.84509804,70,-2.263276904,0.0054541
2.255272505,180,2.255272505,180,-2.082163775,0.0082763
2,100,2,100,-2.078849572,0.0083397
2.477121255,300,2.477121255,300,-1.83698779,0.014555
1.832508913,68,2.465382851,292,-2.349585617,0.0044711
1.84509804,70,1.84509804,70,-1.863311134,0.013699
2.255272505,180,2.255272505,180,-1.80950022,0.015506
2,100,2,100,-3.197773762,0.0006342
2.477121255,300,2.477121255,300,-1.820275904,0.015126
2.238046103,173,1.602059991,40,-1.982924904,0.010401
1.84509804,70,1.84509804,70,-2.791236267,0.0016172
2.255272505,180,2.255272505,180,-2.742921694,0.0018075
2,100,2,100,-1.814854642,0.015316
2.477121255,300,2.477121255,300,-1.958488887,0.011003
2.51851394,330,2.130333768,135,-2.629579441,0.0023465
1.84509804,70,1.84509804,70,-1.930590929,0.011733
2.255272505,180,2.255272505,180,-1.962254871,0.010908
2,100,2,100,-2.276093028,0.0052955
2.477121255,300,2.477121255,300,-2.026050537,0.0094178
1.977723605,95,2.549003262,354,-2.544561249,0.0028539
1.84509804,70,1.84509804,70,-3.021687069,0.00095129
2.255272505,180,2.255272505,180,-2.405386491,0.003932
2,100,2,100,-2.118592516,0.0076104
2.477121255,300,2.477121255,300,-1.83321478,0.014682
2.465382851,292,2.240549248,174,-3.268354837,0.00053907
1.84509804,70,1.84509804,70,-2.623751625,0.0023782
2.255272505,180,2.255272505,180,-2.048555621,0.0089422
2,100,2,100,-2.258257658,0.0055175
2.477121255,300,2.477121255,300,-2.028984063,0.0093544
1.602059991,40,2.071882007,118,-1.840793866,0.014428
1.84509804,70,1.84509804,70,-2.114989524,0.0076738
2.255272505,180,2.255272505,180,-1.958488887,0.011003
2,100,2,100,-1.953504836,0.01113
2.477121255,300,2.477121255,300,-2.248389911,0.0056443
2.130333768,135,2.472756449,297,-1.92245042,0.011955
1.84509804,70,1.84509804,70,-1.92245042,0.011955
2.255272505,180,2.255272505,180,-2.28396325,0.0052004
2,100,2,100,-1.962254871,0.010908
2.477121255,300,2.477121255,300,-1.95475528,0.011098
2.549003262,354,2,100,-1.80421101,0.015696
1.84509804,70,1.84509804,70,-1.980302269,0.010464
2.255272505,180,2.255272505,180,-1.850442208,0.014111
2,100,2,100,-2.042440598,0.009069
2.477121255,300,2.477121255,300,-2.122231405,0.0075469
2.240549248,174,1.491361694,31,-2.213248578,0.00612
1.84509804,70,1.84509804,70,-2.039415075,0.0091324
2.255272505,180,2.255272505,180,-2.334456531,0.0046296
2,100,2,100,-2.013085017,0.0097032
2.477121255,300,2.477121255,300,-2.138973658,0.0072615
2.071882007,118,2.546542663,352,-2.255769622,0.0055492
1.84509804,70,1.84509804,70,-1.814854642,0.015316
2.255272505,180,2.255272505,180,-2.070673052,0.0084982
2,100,2,100,-1.834162375,0.01465
2.477121255,300,2.477121255,300,-2.334456531,0.0046296
2.472756449,297,2.562292864,365,-1.869408948,0.013508
1.84509804,70,1.84509804,70,-2.635486526,0.0023148
2.255272505,180,2.255272505,180,-1.944927618,0.011352
2,100,2,100,-2.05632745,0.0087836
2.477121255,300,2.477121255,300,-2.054762903,0.0088153
2,100,2.383815366,242,-2.595713771,0.0025368
1.84509804,70,1.84509804,70,-2.311286595,0.0048833
2.255272505,180,2.255272505,180,-1.984263126,0.010369
2,100,2,100,-1.988260439,0.010274
2.477121255,300,2.477121255,300,-1.888132853,0.012938
1.491361694,31,2.507855872,322,-2.208772658,0.0061834
1.84509804,70,1.84509804,70,-3.720652508,0.00019026
2.255272505,180,2.255272505,180,-2.672722823,0.0021246
2,100,2,100,-2.569392889,0.0026953
2.477121255,300,2.477121255,300,-1.875560989,0.013318
2.546542663,352,2.146128036,140,-1.936516522,0.011574
1.84509804,70,1.84509804,70,-2.174521952,0.0066908
2.255272505,180,2.255272505,180,-1.880744111,0.01316
2,100,2,100,-2.305684427,0.0049467
2.477121255,300,2.477121255,300,-2.042440598,0.009069
2.562292864,365,2.146128036,140,-2.334456531,0.0046296
1.84509804,70,1.84509804,70,-1.958488887,0.011003
2.255272505,180,2.255272505,180,-2.142782124,0.0071981
2,100,2,100,-2.070673052,0.0084982
2.477121255,300,2.477121255,300,-3.067445066,0.00085616
2.383815366,242,2.071882007,118,-1.870406772,0.013477
1.84509804,70,1.84509804,70,-2.297405772,0.0050419
2.255272505,180,2.255272505,180,-1.943705113,0.011384
2,100,2,100,-1.941308317,0.011447
2.477121255,300,2.477121255,300,-1.806847563,0.015601
2.507855872,322,2.217483944,165,-1.818470818,0.015189
1.84509804,70,1.84509804,70,-2.133316954,0.0073567
2.255272505,180,2.255272505,180,-2.014506164,0.0096715
2,100,2,100,-1.882861334,0.013096
2.477121255,300,2.477121255,300,-2.268354837,0.0053907
2.146128036,140,1.69019608,49,-2.34044507,0.0045662
1.84509804,70,1.84509804,70,-2.033421845,0.0092593
2.255272505,180,2.255272505,180,-2.384860406,0.0041223
2,100,2,100,-1.825794773,0.014935
2.477121255,300,2.477121255,300,-1.819386749,0.015157
2.146128036,140,2.161368002,145,-1.938886946,0.011511
1.84509804,70,1.84509804,70,-1.884955605,0.013033
2.255272505,180,2.255272505,180,-3.419622512,0.00038052
2,100,2,100,-2.085508753,0.0082128
2.477121255,300,2.477121255,300,-1.826697158,0.014904
2.071882007,118,2.301029996,200,-1.878670002,0.013223
1.84509804,70,1.84509804,70,-1.871439193,0.013445
2.255272505,180,2.255272505,180,-1.944927618,0.011352
2,100,2,100,-2.253295759,0.0055809
2.477121255,300,2.477121255,300,-2.135192371,0.007325
2.217483944,165,2.378397901,239,-1.986909862,0.010306
1.84509804,70,1.84509804,70,-1.947344527,0.011289
2.255272505,180,2.255272505,180,-2.023136692,0.0094812
2,100,2,100,-1.81216918,0.015411
2.477121255,300,2.477121255,300,-2.12773881,0.0074518
1.69019608,49,2.113943352,130,-1.882861334,0.013096
1.84509804,70,1.84509804,70,-2.713476168,0.0019343
2.255272505,180,2.255272505,180,-2.276093028,0.0052955
2,100,2,100,-1.884955605,0.013033
2.477121255,300,2.477121255,300,-2.202144101,0.0062785
2.161368002,145,2.1430148,139,-2.144698955,0.0071664
1.84509804,70,1.84509804,70,-1.921325727,0.011986
2.255272505,180,2.255272505,180,-2.226967278,0.0059297
2,100,2,100,-1.903298498,0.012494
2.477121255,300,2.477121255,300,-2.659952682,0.002188
2.301029996,200,1.579783597,38,-1.876605752,0.013286
1.84509804,70,1.84509804,70,-2.217771108,0.0060566
2.255272505,180,2.255272505,180,-1.810397407,0.015474
2,100,2,100,-1.816673203,0.015252
2.477121255,300,2.477121255,300,-2.053203973,0.008847
2.378397901,239,2.522444234,333,-1.995034113,0.010115
1.84509804,70,1.84509804,70,-3.799833754,0.00015855
2.255272505,180,2.255272505,180,-1.800711172,0.015823
2,100,2,100,-1.967340954,0.010781
2.477121255,300,2.477121255,300,-1.846551011,0.014238
2.113943352,130,2.465382851,292,-2.048555621,0.0089422
1.84509804,70,1.84509804,70,-2.184940527,0.0065322
2.255272505,180,2.255272505,180,-1.908860846,0.012335
2,100,2,100,-2.208772658,0.0061834
2.477121255,300,2.477121255,300,-2.199956876,0.0063102
2.1430148,139,2.403120521,253,-2.024591171,0.0094495
1.84509804,70,1.84509804,70,-2.465377466,0.0034247
2.255272505,180,2.255272505,180,-2.024591171,0.0094495
2,100,2,100,-2.378231902,0.0041857
2.477121255,300,2.477121255,300,-2.258257658,0.0055175
1.579783597,38,2.187520721,154,-2.137075922,0.0072933
1.84509804,70,1.84509804,70,-2.791236267,0.0016172
2.255272505,180,2.255272505,180,-2.720652508,0.0019026
2,100,2,100,-2.618000978,0.0024099
2.477121255,300,2.477121255,300,-2.164353811,0.0068493
2.522444234,333,2.267171728,185,-2.109640469,0.0077689
1.84509804,70,1.84509804,70,-2.008849268,0.0097983
2.255272505,180,2.255272505,180,-2.569392889,0.0026953
2,100,2,100,-1.816673203,0.015252
2.477121255,300,2.477121255,300,-2.601174933,0.0025051
2.465382851,292,2.522444234,333,-1.894592014,0.012747
1.84509804,70,1.84509804,70,-1.850442208,0.014111
2.255272505,180,2.255272505,180,-1.912218582,0.01224
2,100,2,100,-1.807711387,0.01557
2.477121255,300,2.477121255,300,-2.692632344,0.0020294
2.403120521,253,2.004321374,101,-1.80421101,0.015696
1.84509804,70,1.84509804,70,-2.286618674,0.0051687
2.255272505,180,2.255272505,180,-2.048555621,0.0089422
2,100,2,100,-1.904412253,0.012462
2.477121255,300,2.477121255,300,-1.944927618,0.011352
2.187520721,154,2.592176757,391,-2.061055195,0.0086885
1.84509804,70,1.84509804,70,-2.138973658,0.0072615
2.255272505,180,2.255272505,180,-2.319827718,0.0047882
2,100,2,100,-1.968591536,0.01075
2.477121255,300,2.477121255,300,-1.810397407,0.015474
2.267171728,185,2.26245109,183,-1.806847563,0.015601
1.84509804,70,1.84509804,70,-3.384860406,0.00041223
2.255272505,180,2.255272505,180,-1.996367163,0.010084
2,100,2,100,-1.978976178,0.010496
2.477121255,300,2.477121255,300,-2.319827718,0.0047882
2.522444234,333,2.587710965,387,-2.564314862,0.002727
1.84509804,70,1.84509804,70,-1.799833754,0.015855
2.255272505,180,2.255272505,180,-2.113199175,0.0077055
2,100,2,100,-1.827630623,0.014872
2.477121255,300,2.477121255,300,-1.815762971,0.015284
2.004321374,101,2.204119983,160,-2.156381077,0.0069762
1.84509804,70,1.84509804,70,-2.062642616,0.0086568
2.255272505,180,2.255272505,180,-2.050097925,0.0089105
2,100,2,100,-2.281323964,0.0052321
2.477121255,300,2.477121255,300,-1.975063032,0.010591
2.592176757,391,1.838849091,69,-1.901114106,0.012557
1.84509804,70,1.84509804,70,-2.855363532,0.0013952
2.255272505,180,2.255272505,180,-2.569392889,0.0026953
2,100,2,100,-2.013085017,0.0097032
2.477121255,300,2.477121255,300,-1.818470818,0.015189
2.26245109,183,2.23299611,171,-2.381533508,0.004154
1.84509804,70,1.84509804,70,-2.229295232,0.005898
2.255272505,180,2.255272505,180,-2.021687069,0.0095129
2,100,2,100,-1.927088684,0.011828
2.477121255,300,2.477121255,300,-2.007446482,0.00983
2.587710965,387,1.342422681,22,-2.154412104,0.0070079
1.84509804,70,1.84509804,70,-1.872474075,0.013413
2.255272505,180,2.255272505,180,-2.685900937,0.0020611
2,100,2,100,-3.083835678,0.00082445
2.477121255,300,2.477121255,300,-2.191309744,0.0064371
2.204119983,160,2.093421685,124,-2.027514823,0.0093861
1.84509804,70,1.84509804,70,-1.97637721,0.010559
2.255272505,180,2.255272505,180,-1.822117357,0.015062
2,100,2,100,-2.199956876,0.0063102
2.477121255,300,2.477121255,300,-1.849458459,0.014143
1.838849091,69,2.583198774,383,-2.95475528,0.0011098
1.84509804,70,1.84509804,70,-2.289290434,0.005137
2.255272505,180,2.255272505,180,-3.176584463,0.00066591
2,100,2,100,-2.419622512,0.0038052
2.477121255,300,2.477121255,300,-1.903298498,0.012494
2.23299611,171,2.371067862,235,-2.685900937,0.0020611
1.84509804,70,1.84509804,70,-1.802443787,0.01576
2.255272505,180,2.255272505,180,-2.231635731,0.0058663
2,100,2,100,-2.381533508,0.004154
2.477121255,300,2.477121255,300,-2.146624283,0.0071347
1.342422681,22,1.819543936,66,-1.841758162,0.014396
1.84509804,70,1.84509804,70,-2.94248604,0.0011416
2.255272505,180,2.255272505,180,-3.100869228,0.00079274
2,100,2,100,-1.990931724,0.010211
2.477121255,300,2.477121255,300,-2.692632344,0.0020294
2.093421685,124,2.247973266,177,-1.816673203,0.015252
1.84509804,70,1.84509804,70,-2.122231405,0.0075469
2.255272505,180,2.255272505,180,-2.233988912,0.0058346
2,100,2,100,-2.46942894,0.0033929
2.477121255,300,2.477121255,300,-2.077201906,0.0083714
2.583198774,383,2.57863921,379,-1.825794773,0.014935
1.84509804,70,1.84509804,70,-1.935317434,0.011606
2.255272505,180,2.255272505,180,-1.800711172,0.015823
2,100,2,100,-2.595713771,0.0025368
2.477121255,300,2.477121255,300,-1.878670002,0.013223
2.371067862,235,2.008600172,102,-1.984263126,0.010369
1.84509804,70,1.84509804,70,-1.857329022,0.013889
2.255272505,180,2.255272505,180,-3.137075922,0.00072933
2,100,2,100,-3.457411073,0.00034881
2.477121255,300,2.477121255,300,-2.220050157,0.0060249
1.819543936,66,2.46834733,294,-2.124059457,0.0075152
1.84509804,70,1.84509804,70,-2.408901987,0.0039003
2.255272505,180,2.255272505,180,-2.477620981,0.0033295
2,100,2,100,-1.898940645,0.01262
2.477121255,300,2.477121255,300,-2.122231405,0.0075469
2.247973266,177,2.511883361,325,-1.940095944,0.011479
1.84509804,70,1.84509804,70,-2.120411014,0.0075786
2.255272505,180,2.255272505,180,-1.931777021,0.011701
2,100,2,100,-1.911084653,0.012272
2.477121255,300,2.477121255,300,-2.028984063,0.0093544
2.57863921,379,2.57634135,377,-3.197773762,0.0006342
1.84509804,70,1.84509804,70,-2.072296087,0.0084665
2.255272505,180,2.255272505,180,-1.874518734,0.01335
2,100,2,100,-2.215503956,0.0060883
2.477121255,300,2.477121255,300,-2.191309744,0.0064371
2.008600172,102,1.62324929,42,-2.930590929,0.0011733
1.84509804,70,1.84509804,70,-2.49448374,0.0032027
2.255272505,180,2.255272505,180,-1.858330783,0.013857
2,100,2,100,-1.93771893,0.011542
2.477121255,300,2.477121255,300,-2.164353811,0.0068493
2.46834733,294,2.589949601,389,-2.706416487,0.001966
1.84509804,70,1.84509804,70,-1.828566099,0.01484
2.255272505,180,2.255272505,180,-2.311286595,0.0048833
2,100,2,100,-1.897840817,0.012652
2.477121255,300,2.477121255,300,-1.845606462,0.014269
2.511883361,325,2.53529412,343,-1.927088684,0.011828
1.84509804,70,1.84509804,70,-2.875560989,0.0013318
2.255272505,180,2.255272505,180,-1.862329463,0.01373
2,100,2,100,-1.94981365,0.011225
2.477121255,300,2.477121255,300,-2.129590242,0.0074201
2.57634135,377,1.897627091,79,-1.929444984,0.011764
1.84509804,70,1.84509804,70,-2.034915946,0.0092275
2.255272505,180,2.255272505,180,-2.027514823,0.0093861
2,100,2,100,-1.836034017,0.014587
2.477121255,300,2.477121255,300,-2.401899223,0.0039637
1.62324929,42,2.572871602,374,-2.672722823,0.0021246
1.84509804,70,1.84509804,70,-2.727949425,0.0018709
2.255272505,180,2.255272505,180,-2.180745691,0.0065956
2,100,2,100,-1.799833754,0.015855
2.477121255,300,2.477121255,300,-2.193453745,0.0064054
2.589949601,389,2.589949601,389,-1.99366234,0.010147
1.84509804,70,1.84509804,70,-1.802443787,0.01576
2.255272505,180,2.255272505,180,-1.988260439,0.010274
2,100,2,100,-1.935317434,0.011606
2.477121255,300,2.477121255,300,-3.720652508,0.00019026
2.53529412,343,2.278753601,190,-1.978976178,0.010496
1.84509804,70,1.84509804,70,-2.384860406,0.0041223
2.255272505,180,2.255272505,180,-3.352675722,0.00044394
2,100,2,100,-1.826697158,0.014904
2.477121255,300,2.477121255,300,-1.853375911,0.014016
1.897627091,79,2.11058971,129,-1.820275904,0.015126
1.84509804,70,1.84509804,70,-2.238733875,0.0057712
2.255272505,180,2.255272505,180,-1.815762971,0.015284
2,100,2,100,-2.720652508,0.0019026
2.477121255,300,2.477121255,300,-2.255769622,0.0055492
2.572871602,374,1.944482672,88,-1.882861334,0.013096
1.84509804,70,1.84509804,70,-2.043961301,0.0090373
2.255272505,180,2.255272505,180,-1.928265236,0.011796
2,100,2,100,-1.928265236,0.011796
2.477121255,300,2.477121255,300,-1.874518734,0.01335
2.589949601,389,2.181843588,152,-3.322712499,0.00047565
1.84509804,70,1.84509804,70,-1.863311134,0.013699
2.255272505,180,2.255272505,180,-2.023136692,0.0094812
2,100,2,100,-2.782805682,0.0016489
2.477121255,300,2.477121255,300,-1.90661334,0.012399
2.278753601,190,1.792391689,62,-1.88709351,0.012969
1.84509804,70,1.84509804,70,-2.027514823,0.0093861
2.255272505,180,2.255272505,180,-2.100869228,0.0079274
2,100,2,100,-1.946153573,0.01132
2.477121255,300,2.477121255,300,-1.846551011,0.014238
2.11058971,129,1.806179974,64,-3.007446482,0.000983
1.84509804,70,1.84509804,70,-2.065834972,0.0085934
2.255272505,180,2.255272505,180,-2.32561657,0.0047248
2,100,2,100,-2.855363532,0.0013952
2.477121255,300,2.477121255,300,-1.801590366,0.015791
1.944482672,88,1.908485019,81,-2.886023242,0.0013001
1.84509804,70,1.84509804,70,-2.034915946,0.0092275
2.255272505,180,2.255272505,180,-2.16035229,0.0069127
2,100,2,100,-2.623751625,0.0023782
2.477121255,300,2.477121255,300,-2.16035229,0.0069127
2.181843588,152,2.305351369,202,-1.827630623,0.014872
1.84509804,70,1.84509804,70,-2.191309744,0.0064371
2.255272505,180,2.255272505,180,-2.907735639,0.0012367
2,100,2,100,-1.903298498,0.012494
2.477121255,300,2.477121255,300,-1.84752819,0.014206
1.792391689,62,2.389166084,245,-2.1314496,0.0073884
1.84509804,70,1.84509804,70,-2.148558185,0.007103
2.255272505,180,2.255272505,180,-2.010256599,0.0097666
2,100,2,100,-2.302910212,0.0049784
2.477121255,300,2.477121255,300,-1.951014697,0.011194
1.806179974,64,2.056904851,114,-2.308476478,0.004915
1.84509804,70,1.84509804,70,-2.328549446,0.004693
2.255272505,180,2.255272505,180,-2.217771108,0.0060566
2,100,2,100,-1.911084653,0.012272
2.477121255,300,2.477121255,300,-1.992294886,0.010179
1.908485019,81,2.463892989,291,-2.222341229,0.0059932
1.84509804,70,1.84509804,70,-2.967340954,0.0010781
2.255272505,180,2.255272505,180,-1.966053797,0.010813
2,100,2,100,-2.268354837,0.0053907
2.477121255,300,2.477121255,300,-2.791236267,0.0016172
2.305351369,202,1.51851394,33,-2.281323964,0.0052321
1.84509804,70,1.84509804,70,-2.248389911,0.0056443
2.255272505,180,2.255272505,180,-2.057897653,0.0087519
2,100,2,100,-2.817556814,0.0015221
2.477121255,300,2.477121255,300,-2.100869228,0.0079274
2.389166084,245,1.812913357,65,-1.860309778,0.013794
1.84509804,70,1.84509804,70,-2.659952682,0.002188
2.255272505,180,2.255272505,180,-1.869408948,0.013508
2,100,2,100,-2.291978733,0.0051053
2.477121255,300,2.477121255,300,-1.92245042,0.011955
2.056904851,114,2.423245874,265,-2.525681732,0.0029807
1.84509804,70,1.84509804,70,-2.013085017,0.0097032
2.255272505,180,2.255272505,180,-2.206551879,0.0062151
2,100,2,100,-2.286618674,0.0051687
2.477121255,300,2.477121255,300,-2.222341229,0.0059932
2.463892989,291,2.303196057,201,-1.980302269,0.010464
1.84509804,70,1.84509804,70,-1.805957672,0.015633
2.255272505,180,2.255272505,180,-1.848507572,0.014174
2,100,2,100,-2.070673052,0.0084982
2.477121255,300,2.477121255,300,-1.821195654,0.015094
1.51851394,33,2.451786436,283,-2.408901987,0.0039003
1.84509804,70,1.84509804,70,-1.934158966,0.011637
2.255272505,180,2.255272505,180,-2.026050537,0.0094178
2,100,2,100,-2.03193754,0.009291
2.477121255,300,2.477121255,300,-3.544561249,0.00028539
1.812913357,65,2.588831726,388,-2.006048213,0.0098617
1.84509804,70,1.84509804,70,-1.870406772,0.013477
2.255272505,180,2.255272505,180,-2.311286595,0.0048833
2,100,2,100,-2.352675722,0.0044394
2.477121255,300,2.477121255,300,-2.124059457,0.0075152
2.423245874,265,2.227886705,169,-1.95475528,0.011098
1.84509804,70,1.84509804,70,-2.233988912,0.0058346
2.255272505,180,2.255272505,180,-2.334456531,0.0046296
2,100,2,100,-3.197773762,0.0006342
2.477121255,300,2.477121255,300,-2.158365272,0.0069444
2.303196057,201,2.442479769,277,-1.94248604,0.011416
1.84509804,70,1.84509804,70,-1.989615229,0.010242
2.255272505,180,2.255272505,180,-1.925951931,0.011859
2,100,2,100,-1.882861334,0.013096
2.477121255,300,2.477121255,300,-1.940095944,0.011479
2.451786436,283,2.537819095,345,-2.666290817,0.0021563
1.84509804,70,1.84509804,70,-2.539763871,0.0028856
2.255272505,180,2.255272505,180,-2.250835908,0.0056126
2,100,2,100,-2.109640469,0.0077689
2.477121255,300,2.477121255,300,-2.398439735,0.0039954
2.588831726,388,1.51851394,33,-2.189176276,0.0064688
1.84509804,70,1.84509804,70,-2.193453745,0.0064054
2.255272505,180,2.255272505,180,-2.346517343,0.0045028
2,100,2,100,-2.146624283,0.0071347
2.477121255,300,2.477121255,300,-1.928265236,0.011796
2.227886705,169,2.445604203,279,-3.051650618,0.00088787
1.84509804,70,1.84509804,70,-2.316961972,0.0048199
2.255272505,180,2.255272505,180,-1.814854642,0.015316
2,100,2,100,-2.073925211,0.0084348
2.477121255,300,2.477121255,300,-2.102609361,0.0078957
2.442479769,277,1.602059991,40,-1.941308317,0.011447
1.84509804,70,1.84509804,70,-2.485970522,0.0032661
2.255272505,180,2.255272505,180,-2.685900937,0.0020611
2,100,2,100,-2.692632344,0.0020294
2.477121255,300,2.477121255,300,-2.255769622,0.0055492
2.537819095,345,1.991226076,98,-2.020242268,0.0095446
1.84509804,70,1.84509804,70,-2.544561249,0.0028539
2.255272505,180,2.255272505,180,-2.140873717,0.0072298
2,100,2,100,-2.137075922,0.0072933
2.477121255,300,2.477121255,300,-2.148558185,0.007103
1.51851394,33,2.29666519,198,-2.441903712,0.0036149
1.84509804,70,1.84509804,70,-1.877620268,0.013255
2.255272505,180,2.255272505,180,-2.623751625,0.0023782
2,100,2,100,-2.24112594,0.0057395
2.477121255,300,2.477121255,300,-1.874518734,0.01335
2.445604203,279,1.672097858,47,-1.957227663,0.011035
1.84509804,70,1.84509804,70,-2.549412212,0.0028222
2.255272505,180,2.255272505,180,-2.144698955,0.0071664
2,100,2,100,-2.564314862,0.002727
2.477121255,300,2.477121255,300,-2.623751625,0.0023782
1.602059991,40,2.428134794,268,-2.245949962,0.0056761
1.84509804,70,1.84509804,70,-2.967340954,0.0010781
2.255272505,180,2.255272505,180,-3.118592516,0.00076104
2,100,2,100,-1.800711172,0.015823
2.477121255,300,2.477121255,300,-2.907735639,0.0012367
1.991226076,98,2.08278537,121,-1.992294886,0.010179
1.84509804,70,1.84509804,70,-1.900008766,0.012589
2.255272505,180,2.255272505,180,-3.176584463,0.00066591
2,100,2,100,-2.50316718,0.0031393
2.477121255,300,2.477121255,300,-1.984263126,0.010369
2.29666519,198,2.382017043,241,-2.28396325,0.0052004
1.84509804,70,1.84509804,70,-2.41601952,0.0038369
2.255272505,180,2.255272505,180,-2.085508753,0.0082128
2,100,2,100,-2.258257658,0.0055175
2.477121255,300,2.477121255,300,-2.16035229,0.0069127
1.672097858,47,2.357934847,228,-2.053203973,0.008847
1.84509804,70,1.84509804,70,-2.601174933,0.0025051
2.255272505,180,2.255272505,180,-2.461376004,0.0034564
2,100,2,100,-1.901114106,0.012557
2.477121255,300,2.477121255,300,-2.27870062,0.0052638
2.428134794,268,2.227886705,169,-1.830413727,0.014777
1.84509804,70,1.84509804,70,-2.449588181,0.0035515
2.255272505,180,2.255272505,180,-1.93771893,0.011542
2,100,2,100,-2.384860406,0.0041223
2.477121255,300,2.477121255,300,-2.378231902,0.0041857
2.08278537,121,2.57634135,377,-1.92245042,0.011955
1.84509804,70,1.84509804,70,-2.054762903,0.0088153
2.255272505,180,2.255272505,180,-2.082163775,0.0082763
2,100,2,100,-2.243531253,0.0057078
2.477121255,300,2.477121255,300,-2.265808449,0.0054224
2.382017043,241,2.247973266,177,-1.952257982,0.011162
1.84509804,70,1.84509804,70,-2.053203973,0.008847
2.255272505,180,2.255272505,180,-2.713476168,0.0019343
2,100,2,100,-2.886023242,0.0013001
2.477121255,300,2.477121255,300,-1.883923828,0.013064
2.357934847,228,2.315970345,207,-2.168392545,0.0067859
1.84509804,70,1.84509804,70,-4.498940738,3.17E-05
2.255272505,180,2.255272505,180,-2.371703048,0.0042491
2,100,2,100,-2.148558185,0.007103
2.477121255,300,2.477121255,300,-1.995034113,0.010115
2.227886705,169,2.579783597,380,-2.521087361,0.0030124
1.84509804,70,1.84509804,70,-2.337440478,0.0045979
2.255272505,180,2.255272505,180,-2.070673052,0.0084982
2,100,2,100,-2.236354913,0.0058029
2.477121255,300,2.477121255,300,-2.206551879,0.0062151
2.57634135,377,2.049218023,112,-3.322712499,0.00047565
1.84509804,70,1.84509804,70,-1.800711172,0.015823
2.255272505,180,2.255272505,180,-2.498803758,0.003171
2,100,2,100,-1.94981365,0.011225
2.477121255,300,2.477121255,300,-1.986909862,0.010306
2.247973266,177,1.397940009,25,-1.923614456,0.011923
1.84509804,70,1.84509804,70,-3.322712499,0.00047565
2.255272505,180,2.255272505,180,-1.862329463,0.01373
2,100,2,100,-2.294683775,0.0050736
2.477121255,300,2.477121255,300,-2.865344858,0.0013635
2.315970345,207,2.336459734,217,-2.441903712,0.0036149
1.84509804,70,1.84509804,70,-1.912218582,0.01224
2.255272505,180,2.255272505,180,-2.498803758,0.003171
2,100,2,100,-1.9201678,0.012018
