Receptor_measurement1,Receptor1_Log,Receptor_measurement2,Receptor2_Log,Receptor_measurement3,Receptor_measurement4,Receptor4_Log,Receptor_measurement5,Wind_speed,Wind_speed_reci,Source_Location_X,Source_Location_Y,Source_Emission_rate
1.83E-18,-35.47509782,0.0051122,-4.582784328,0,0.076129,-2.24E+00,0.51054,1,1,300,300,0.01224
0.054297,-2.53044833,0.028647,-3.085841704,0.30871,0.01942,-3.42E+00,0.00045343,3,0.333333333,23,107,0.012716
0.0045582,-4.682413246,0.001426,-5.691760949,0.0097076,0.00076378,-6.23E+00,2.64E-06,7,0.142857143,70,70,0.0030758
1.92E-05,-9.433397543,0.00046932,-6.657061876,3.77E-12,0.00060378,-6.44E+00,6.04E-05,17,0.058823529,180,180,0.0098617
0.00049136,-6.617200402,0.00022934,-7.279040384,0.004245,0.000144,-7.68E+00,1.17E-06,19,0.052631579,100,100,0.0035198
2.78E-21,-41.11191041,7.77E-06,-10.21915796,0,0.00011572,-7.87E+00,0.00077604,14,0.071428571,300,300,0.0036466
4.36E-05,-8.721027021,0.00016775,-7.550674942,0,9.86E-05,-8.01E+00,6.00E-09,10,0.1,353,109,0.00044394
0.78288,-0.212609603,0.24492,-1.221951498,1.6673,0.13118,-1.76E+00,0.00045392,1,1,70,70,0.010781
0.00012156,-7.830418617,0.0029779,-5.052179781,2.39E-11,0.0038311,-4.83E+00,0.00038295,8,0.125,180,180,0.013857
0.0039543,-4.80586077,0.0018456,-5.467724837,0.034162,0.0011589,-5.87E+00,9.43E-06,14,0.071428571,100,100,0.015379
2.75E-20,-39.12133461,7.70E-05,-8.22701855,0,0.0011464,-5.88E+00,0.0076879,4,0.25,300,300,0.002949
2.16E-13,-25.3310925,1.51E-05,-9.642046105,0,9.46E-05,-8.05E+00,0.00026601,15,0.066666667,241,276,0.0023782
0.035546,-2.898418527,0.011121,-3.907712319,0.075703,0.0059562,-4.45E+00,2.06E-05,4,0.25,70,70,0.0078323
0.00027273,-7.128534175,0.0066814,-4.350265055,5.36E-11,0.0085956,-4.13E+00,0.00085922,5,0.2,180,180,0.012145
0.0010355,-5.969699794,0.00048329,-6.631584382,0.0089455,0.00030345,-7.04E+00,2.47E-06,14,0.071428571,100,100,0.0040271
1.72E-18,-35.52894311,0.0048076,-4.636143347,0,0.071592,-2.29E+00,0.48012,1,1,300,300,0.011511
0.0020953,-5.357507574,0.0033902,-4.939549361,0.0078258,0.0031861,-4.99E+00,0.00030061,4,0.25,45,154,0.0033612
0.010689,-3.942125846,0.0033439,-4.951493437,0.022764,0.001791,-5.49E+00,6.20E-06,9,0.111111111,70,70,0.011923
9.60E-05,-8.035457534,0.002351,-5.257494742,1.89E-11,0.0030245,-5.04E+00,0.00030233,8,0.125,180,180,0.01094
0.004345,-4.724020438,0.002028,-5.385864099,0.037538,0.0012734,-5.79E+00,1.04E-05,11,0.090909091,100,100,0.010433
3.09E-21,-41.02008304,8.66E-06,-10.12496422,0,0.00012893,-7.78E+00,0.00086467,19,0.052631579,300,300,0.0074835
0.011688,-3.864519594,0.0042269,-4.747956053,0.064499,0.002418,-5.23E+00,9.91E-06,6,0.166666667,107,86,0.0062468
2.30E-05,-9.276544328,7.20E-06,-10.28533501,4.90E-05,3.86E-06,-1.08E+01,1.34E-08,20,0.05,70,70,0.00012684
9.44E-06,-10.05005601,0.00023115,-7.272212204,1.86E-12,0.00029737,-7.05E+00,2.97E-05,20,0.05,180,180,0.0067225
0.00091127,-6.080705854,0.00042533,-6.742547968,0.0078727,0.00026706,-7.15E+00,2.17E-06,11,0.090909091,100,100,0.002188
3.76E-21,-40.84962431,1.05E-05,-9.957621402,0,0.00015696,-7.61E+00,0.0010526,17,0.058823529,300,300,0.0072933
0.018551,-3.463265349,0.0047109,-4.653792229,0.0051953,0.0022245,-5.31E+00,1.80E-06,6,0.166666667,109,51,0.0072933
0.043289,-2.727244893,0.013543,-3.736570243,0.092193,0.0072536,-4.28E+00,2.51E-05,5,0.2,70,70,0.014904
0.00010936,-7.922282997,0.002679,-5.144054573,2.15E-11,0.0034466,-4.93E+00,0.00034452,7,0.142857143,180,180,0.0095446
0.011442,-3.882996113,0.0053404,-4.544852426,0.098849,0.0033532,-4.95E+00,2.73E-05,5,0.2,100,100,0.0056761
9.51E-20,-38.04363897,0.00026635,-7.149094598,0,0.0039664,-4.80E+00,0.0266,3,0.333333333,300,300,0.0057395
0.014989,-3.648454681,0.0030361,-5.035367856,0,0.001372,-5.73E+00,6.65E-08,11,0.090909091,276,72,0.01075
0.070517,-2.303412344,0.022061,-3.312749611,0.15018,0.011816,-3.86E+00,4.09E-05,4,0.25,70,70,0.015538
2.90E-05,-9.075204004,0.00071078,-6.296529602,5.71E-12,0.00091441,-6.08E+00,9.14E-05,17,0.058823529,180,180,0.014935
0.0013999,-5.707805973,0.0006534,-6.36964174,0.012094,0.00041027,-6.77E+00,3.34E-06,11,0.090909091,100,100,0.0033612
2.96E-21,-41.05741658,8.28E-06,-10.16393933,0,0.00012327,-7.82E+00,0.00082666,12,0.083333333,300,300,0.0028539
4.85E-17,-32.62851652,1.31E-06,-11.76545741,3.93E-81,3.93E-05,-8.81E+00,0.00096175,11,0.090909091,154,385,0.0032344
0.0061563,-4.42136045,0.001926,-5.430687434,0.013111,0.0010316,-5.97E+00,3.57E-06,12,0.083333333,70,70,0.012208
2.68E-05,-9.143730412,0.00065688,-6.365027922,5.27E-12,0.00084507,-6.15E+00,8.45E-05,18,0.055555556,180,180,0.015474
0.00234,-5.261568285,0.0010922,-5.923395656,0.020215,0.00068576,-6.33E+00,5.58E-06,14,0.071428571,100,100,0.0091007
4.67E-21,-40.66136624,1.31E-05,-9.765457409,0,0.00019479,-7.42E+00,0.0013063,18,0.055555556,300,300,0.010147
1.2773,0.212585824,0.33922,-0.9390371,0.47542,0.16192,-1.58E+00,0.00017793,1,1,86,49,0.015284
0.00089297,-6.098326263,0.00027936,-7.107671556,0.0019018,0.00014963,-7.65E+00,5.18E-07,19,0.052631579,70,70,0.0044394
0.00010959,-7.920458146,0.0026849,-5.14214377,2.16E-11,0.0034541,-4.92E+00,0.00034527,8,0.125,180,180,0.012494
0.01052,-3.95596852,0.0049103,-4.617783947,0.090887,0.0030831,-5.02E+00,2.51E-05,6,0.166666667,100,100,0.0075152
4.12E-21,-40.77020557,1.15E-05,-9.878604319,0,0.00017159,-7.53E+00,0.0011507,10,0.1,300,300,0.0027588
1.57E-05,-9.608200695,0.00034442,-6.925823275,5.07E-07,0.00059253,-6.45E+00,0.00037864,17,0.058823529,51,220,0.01354
0.0086578,-4.125184902,0.0027086,-5.134510252,0.018439,0.0014507,-5.68E+00,5.02E-06,5,0.2,70,70,0.0029807
2.33E-05,-9.265288158,0.00056963,-6.488814293,4.57E-12,0.00073283,-6.27E+00,7.33E-05,14,0.071428571,180,180,0.0081177
0.0026003,-5.169953088,0.0012137,-5.831777296,0.022465,0.00076206,-6.24E+00,6.20E-06,13,0.076923077,100,100,0.0087202
5.02E-21,-40.59859257,1.41E-05,-9.701561775,0,0.00020951,-7.36E+00,0.001405,17,0.058823529,300,300,0.0097349
9.43E-07,-12.05097661,0.00011137,-7.906463561,2.00E-10,0.00025745,-7.18E+00,0.00029971,19,0.052631579,72,244,0.0084031
0.0020028,-5.396724835,0.00062657,-6.406060806,0.0042654,0.0003356,-6.95E+00,1.16E-06,19,0.052631579,70,70,0.0099569
0.00026846,-7.142240828,0.0065767,-4.363983937,5.28E-11,0.0084609,-4.15E+00,0.00084576,5,0.2,180,180,0.011955
0.016811,-3.548812904,0.0078465,-4.210648042,0.14524,0.0049267,-4.61E+00,4.01E-05,5,0.2,100,100,0.0083397
2.47E-20,-39.21460609,6.91E-05,-8.321043905,0,0.0010293,-5.97E+00,0.0069026,8,0.125,300,300,0.010591
3.90E-83,-164.8178708,8.31E-08,-14.16079795,0,7.22E-05,-8.28E+00,0.0081338,9,0.111111111,385,395,0.012145
0.003807,-4.838834246,0.001191,-5.848176477,0.0081077,0.0006379,-6.39E+00,2.21E-06,15,0.066666667,70,70,0.011796
0.00018692,-7.456688455,0.0045793,-4.678401808,3.68E-11,0.0058912,-4.46E+00,0.00058889,6,0.166666667,180,180,0.011986
0.00093449,-6.058850683,0.00043616,-6.720708332,0.0080732,0.00027386,-7.12E+00,2.23E-06,17,0.058823529,100,100,0.005359
1.80E-19,-37.48945499,0.00050327,-6.596397914,0,0.0074945,-4.25E+00,0.050261,2,0.5,300,300,0.0048199
0.00016794,-7.549691702,0.00063904,-6.388943914,0.00018046,0.00074154,-6.26E+00,0.00014886,12,0.083333333,49,179,0.0072298
0.00094011,-6.053642655,0.00029411,-7.062980418,0.0020022,0.00015753,-7.61E+00,5.45E-07,13,0.076923077,70,70,0.002188
0.00020472,-7.377679454,0.0050154,-4.599388849,4.03E-11,0.0064523,-4.38E+00,0.00064498,6,0.166666667,180,180,0.013128
0.0010028,-5.997571349,0.00046807,-6.659378386,0.0086638,0.0002939,-7.06E+00,2.39E-06,14,0.071428571,100,100,0.0039003
1.64E-20,-39.5703123,4.59E-05,-8.676374629,0,0.0006842,-6.33E+00,0.0045885,9,0.111111111,300,300,0.0089105
0.0023622,-5.25336667,0.0005898,-6.458590464,3.47E-05,0.0002881,-7.08E+00,8.27E-08,7,0.142857143,220,75,0.00095129
0.0072316,-4.281531208,0.0022624,-5.290861216,0.015401,0.0012117,-5.83E+00,4.19E-06,8,0.125,70,70,0.0063737
0.00036383,-6.878202987,0.0089133,-4.099922952,7.16E-11,0.011467,-3.88E+00,0.0011462,4,0.25,180,180,0.010369
0.00027422,-7.123801747,0.00012799,-7.785647922,0.002369,8.04E-05,-8.19E+00,6.54E-07,13,0.076923077,100,100,0.00091958
7.80E-21,-40.21581079,2.18E-05,-9.323087013,0,0.0003252,-6.98E+00,0.0021809,15,0.066666667,300,300,0.011764
0.017281,-3.52486226,0.036193,-2.882750834,5.90E-24,0.026619,-3.15E+00,9.17E-05,3,0.333333333,244,126,0.012081
0.0086014,-4.130861711,0.0026909,-5.140204883,0.018319,0.0014413,-5.68E+00,4.99E-06,11,0.090909091,70,70,0.014333
6.77E-05,-8.338822663,0.0016597,-5.559940812,1.33E-11,0.0021352,-5.34E+00,0.00021343,6,0.166666667,180,180,0.0043442
0.016247,-3.578453639,0.0075829,-4.240329343,0.14036,0.0047613,-4.64E+00,3.87E-05,6,0.166666667,100,100,0.011606
3.30E-20,-38.96297212,9.23E-05,-8.069596598,0,0.0013751,-5.72E+00,0.0092218,6,0.166666667,300,300,0.0079592
8.15E-13,-24.17768478,0.00078498,-6.210282816,0,0.0010634,-5.95E+00,2.04E-06,16,0.0625,395,166,0.010369
0.0030986,-5.017668967,0.00096937,-6.02702085,0.006599,0.0005192,-6.57E+00,1.80E-06,9,0.111111111,70,70,0.0034564
5.51E-05,-8.517696802,0.0013493,-5.739782959,1.08E-11,0.0017358,-5.52E+00,0.00017351,8,0.125,180,180,0.0062785
0.0012873,-5.780640461,0.00060083,-6.442496781,0.011121,0.00037726,-6.85E+00,3.07E-06,18,0.055555556,100,100,0.0082763
8.65E-21,-40.12596779,2.42E-05,-9.232369268,0,0.00036055,-6.89E+00,0.002418,16,0.0625,300,300,0.01484
3.65E-12,-22.87541427,2.90E-05,-9.075204004,3.17E-68,0.00023529,-7.26E+00,0.0014371,19,0.052631579,179,307,0.014618
0.0034579,-4.922375141,0.0010818,-5.931706046,0.0073643,0.00057941,-6.47E+00,2.00E-06,17,0.058823529,70,70,0.013762
2.98E-05,-9.051567472,0.00072984,-6.273544676,5.86E-12,0.00093893,-6.05E+00,9.39E-05,14,0.071428571,180,180,0.010401
0.0043446,-4.724100404,0.0020278,-5.385949763,0.037534,0.0012733,-5.79E+00,1.04E-05,8,0.125,100,100,0.0055175
6.32E-21,-40.39856584,1.77E-05,-9.504053467,0,0.00026333,-7.16E+00,0.001766,19,0.052631579,300,300,0.015284
1.18E-07,-13.85623599,0.00078416,-6.21119063,9.48E-17,0.0038129,-4.84E+00,0.016962,5,0.2,75,302,0.015252
0.0020237,-5.387707737,0.00063312,-6.397027934,0.00431,0.0003391,-6.94E+00,1.17E-06,17,0.058823529,70,70,0.0080543
0.00018,-7.48945499,0.0044097,-4.711181911,3.54E-11,0.005673,-4.49E+00,0.00056708,6,0.166666667,180,180,0.011542
0.002397,-5.240663932,0.0011188,-5.902495085,0.020709,0.00070248,-6.31E+00,5.72E-06,14,0.071428571,100,100,0.0093227
6.93E-21,-40.31853353,1.94E-05,-9.42439654,0,0.00028879,-7.08E+00,0.0019367,14,0.071428571,300,300,0.0091007
0.0037066,-4.862048557,0.00088204,-6.109023439,0.00012433,0.00039161,-6.81E+00,1.40E-07,13,0.076923077,126,41,0.0065005
0.06217,-2.412838265,0.01945,-3.422160789,0.1324,0.010417,-3.96E+00,3.60E-05,4,0.25,70,70,0.013699
8.97E-06,-10.09441511,0.00021977,-7.316063184,1.76E-12,0.00028273,-7.10E+00,2.83E-05,16,0.0625,180,180,0.0040906
0.11825,-1.854397701,0.055194,-2.516216262,1.0216,0.034656,-2.92E+00,0.00028194,1,1,100,100,0.0023465
2.98E-21,-41.05156747,8.34E-06,-10.1576679,0,0.00012425,-7.81E+00,0.00083327,10,0.1,300,300,0.0019977
0.0036728,-4.87000544,0.055319,-2.514251358,3.53E-07,0.068004,-2.33E+00,0.0066633,2,0.5,166,177,0.01557
0.017142,-3.531877018,0.0053627,-4.541232995,0.036507,0.0028723,-5.08E+00,9.94E-06,6,0.166666667,70,70,0.0084982
1.79E-06,-11.49429394,4.38E-05,-8.717051779,3.51E-13,5.63E-05,-8.50E+00,5.63E-06,17,0.058823529,180,180,0.00091958
0.0063525,-4.394110653,0.002965,-5.055950605,0.05488,0.0018617,-5.46E+00,1.51E-05,11,0.090909091,100,100,0.015252
4.42E-21,-40.70915546,1.24E-05,-9.81315663,0,0.0001844,-7.47E+00,0.0012367,20,0.05,300,300,0.011859
0.0041529,-4.763297053,0.0076484,-4.232858814,0,0.0047705,-4.64E+00,1.62E-06,6,0.166666667,307,112,0.0082128
0.0043191,-4.729213481,0.0013512,-5.738560727,0.0091984,0.00072371,-6.28E+00,2.50E-06,13,0.076923077,70,70,0.010052
2.82E-06,-11.09950178,6.90E-05,-8.322301819,5.54E-13,8.87E-05,-8.10E+00,8.87E-06,14,0.071428571,180,180,0.000983
0.0033852,-4.940831336,0.00158,-5.602685826,0.029245,0.00099207,-6.01E+00,8.07E-06,13,0.076923077,100,100,0.011352
7.02E-21,-40.30732578,1.97E-05,-9.411067548,0,0.00029275,-7.07E+00,0.0019633,8,0.125,300,300,0.0030124
5.19E-12,-22.56966528,0.0006899,-6.32242771,0,0.0025151,-5.20E+00,0.0011849,9,0.111111111,302,233,0.013413
0.083405,-2.157615827,0.026093,-3.166951971,0.17763,0.013976,-3.71E+00,4.84E-05,3,0.333333333,70,70,0.010337
1.93E-05,-9.428885382,0.00047225,-6.651656067,3.79E-12,0.00060755,-6.43E+00,6.07E-05,13,0.076923077,180,180,0.0058029
0.0065669,-4.365279194,0.003065,-5.027139042,0.056733,0.0019245,-5.43E+00,1.57E-05,8,0.125,100,100,0.0083397
1.87E-19,-37.45631679,0.00052388,-6.561536362,0,0.0078013,-4.22E+00,0.052318,3,0.333333333,300,300,0.011289
0.00023304,-7.265139057,0.0004572,-6.679787557,0.00068566,0.00045406,-6.69E+00,5.46E-05,16,0.0625,41,161,0.0077372
1.17E-05,-9.863628277,3.68E-06,-10.86830436,2.50E-05,1.97E-06,-1.14E+01,6.81E-09,14,0.071428571,70,70,3.17E-05
9.01E-05,-8.090550418,0.0022073,-5.312277273,1.77E-11,0.0028397,-5.09E+00,0.00028386,7,0.142857143,180,180,0.007864
0.057529,-2.48022635,0.026851,-3.142079071,0.497,0.01686,-3.55E+00,0.00013716,2,0.5,100,100,0.0045662
1.44E-20,-39.68327502,4.02E-05,-8.791547894,0,0.00059898,-6.45E+00,0.0040169,9,0.111111111,300,300,0.0078006
3.15E-11,-21.00337889,0.00014093,-7.701993096,5.17E-63,0.0010744,-5.94E+00,0.0060729,9,0.111111111,177,304,0.014333
0.0028092,-5.102834681,0.00087884,-6.112180369,0.0059827,0.00047071,-6.65E+00,1.63E-06,10,0.1,70,70,0.0038686
1.06E-05,-9.949388269,0.00025956,-7.171524469,2.08E-12,0.00033392,-6.95E+00,3.34E-05,17,0.058823529,180,180,0.0054541
0.0024036,-5.238275609,0.0011219,-5.900091704,0.020766,0.00070442,-6.30E+00,5.73E-06,11,0.090909091,100,100,0.0057712
3.01E-21,-41.04286701,8.44E-06,-10.14731511,0,0.00012566,-7.80E+00,0.00084269,19,0.052631579,300,300,0.0072933
3.36E-10,-18.94732145,1.17E-05,-9.863628277,3.54E-25,6.44E-05,-8.38E+00,0.00029898,20,0.05,112,301,0.0040589
1.1352,0.110144765,0.35514,-0.899200819,2.4176,0.19021,-1.44E+00,0.00065818,1,1,70,70,0.015633
1.21E-05,-9.834429259,0.00029613,-7.057035187,2.38E-12,0.00038097,-6.84E+00,3.81E-05,9,0.111111111,180,180,0.001744
0.017578,-3.51006108,0.0082045,-4.171895761,0.15186,0.0051515,-4.58E+00,4.19E-05,6,0.166666667,100,100,0.012557
4.02E-20,-38.79154789,0.00011244,-7.898158326,0,0.0016744,-5.55E+00,0.011229,7,0.142857143,300,300,0.013191
0.0015885,-5.598025562,0.00074225,-6.258899587,0.2034,0.0004222,-6.75E+00,3.36E-07,8,0.125,233,97,0.0015538
0.002199,-5.315549541,0.00068796,-6.324873624,0.0046833,0.00036847,-6.87E+00,1.28E-06,17,0.058823529,70,70,0.0087519
0.001571,-5.60764763,0.038488,-2.829349312,3.09E-10,0.049514,-2.61E+00,0.0049495,2,0.5,180,180,0.011194
0.17818,-1.498282091,0.083164,-2.160129261,1.5393,0.052218,-2.56E+00,0.00042481,2,0.5,100,100,0.014143
1.97E-19,-37.41106755,0.00055036,-6.518706276,0,0.0081958,-4.17E+00,0.054963,3,0.333333333,300,300,0.011859
1.09E-06,-11.925147,5.93E-05,-8.453890613,1.87E-13,9.21E-05,-8.07E+00,2.07E-05,17,0.058823529,161,198,0.0016489
0.070229,-2.306967031,0.021971,-3.316300352,0.14957,0.011768,-3.86E+00,4.07E-05,2,0.5,70,70,0.0038686
0.0071921,-4.286288565,0.17619,-1.508037489,1.41E-09,0.22667,-1.29E+00,0.022658,1,1,180,180,0.012811
0.0041073,-4.77288715,0.001917,-5.434755774,0.035484,0.0012037,-5.84E+00,9.79E-06,11,0.090909091,100,100,0.0098617
3.02E-21,-41.03998611,8.44E-06,-10.14731511,0,0.00012573,-7.80E+00,0.00084319,20,0.05,300,300,0.008086
2.33E-09,-17.26528816,0.0010461,-5.960853596,0,0.0022852,-5.28E+00,0.00025252,11,0.090909091,304,204,0.01446
0.17615,-1.508234705,0.055108,-2.517570701,0.37515,0.029516,-3.06E+00,0.00010213,2,0.5,70,70,0.0097032
7.41E-05,-8.260363584,0.0018157,-5.481911813,1.46E-11,0.0023359,-5.26E+00,0.0002335,7,0.142857143,180,180,0.0064688
0.079191,-2.202648346,0.036962,-2.864489075,0.68415,0.023208,-3.27E+00,0.00018881,3,0.333333333,100,100,0.014143
1.79E-20,-39.49429394,5.02E-05,-8.598592566,0,0.00074748,-6.25E+00,0.0050128,10,0.1,300,300,0.012018
1.28E-11,-21.78558006,0.00020804,-7.36370631,0,0.00063975,-6.39E+00,0.00019799,16,0.0625,301,224,0.0099569
0.0015543,-5.616930306,0.00048624,-6.626298635,0.0033101,0.00026043,-7.17E+00,9.01E-07,20,0.05,70,70,0.0085616
1.88E-05,-9.451684301,0.00046035,-6.673823705,3.70E-12,0.00059224,-6.46E+00,5.92E-05,18,0.055555556,180,180,0.010845
0.032959,-2.964051947,0.015383,-3.62591792,0.28474,0.0096591,-4.03E+00,7.86E-05,4,0.25,100,100,0.010464
1.20E-20,-39.84163751,3.35E-05,-8.949910386,0,0.0004991,-6.60E+00,0.0033471,14,0.071428571,300,300,0.015728
2.57E-14,-27.18013375,3.45E-06,-10.92436181,4.58E-42,7.79E-05,-8.22E+00,0.001644,15,0.066666667,97,392,0.012177
0.012735,-3.790002101,0.0039842,-4.799317738,0.027123,0.002134,-5.34E+00,7.38E-06,9,0.111111111,70,70,0.014206
3.96E-05,-8.804609628,0.00096916,-6.027209037,7.78E-12,0.0012468,-5.81E+00,0.00012463,6,0.166666667,180,180,0.0025368
0.0061674,-4.419795767,0.0028786,-5.081637358,0.053281,0.0018074,-5.49E+00,1.47E-05,8,0.125,100,100,0.0078323
4.34E-21,-40.72502054,1.22E-05,-9.827280339,0,0.00018112,-7.48E+00,0.0012147,14,0.071428571,300,300,0.0057078
0.028572,-3.088118717,0.0055824,-4.506358096,9.24E-08,0.0023787,-5.25E+00,2.34E-07,6,0.166666667,198,48,0.0074518
0.021428,-3.338036725,0.0067038,-4.347357902,0.045636,0.0035906,-4.89E+00,1.24E-05,7,0.142857143,70,70,0.01446
8.53E-06,-10.13810194,0.00020898,-7.35979055,1.68E-12,0.00026885,-7.14E+00,2.69E-05,12,0.083333333,180,180,0.002188
0.0016424,-5.569042127,0.00076658,-6.230885031,0.014189,0.00048133,-6.64E+00,3.92E-06,18,0.055555556,100,100,0.010559
3.70E-22,-42.86359655,1.03E-06,-11.97432555,0,1.54E-05,-9.62E+00,0.00010333,8,0.125,300,300,0.00015855
3.64E-16,-30.87779723,1.40E-05,-9.707743929,5.36E-177,0.00026368,-7.16E+00,0.0039039,11,0.090909091,204,343,0.010211
0.0031882,-4.992908885,0.00099742,-6.002243855,0.00679,0.00053422,-6.54E+00,1.85E-06,13,0.076923077,70,70,0.0074201
0.00012709,-7.791777241,0.0031134,-5.013530158,2.50E-11,0.0040054,-4.79E+00,0.00040038,6,0.166666667,180,180,0.0081494
0.0027138,-5.132844324,0.0012666,-5.794721033,0.023445,0.00079532,-6.20E+00,6.47E-06,13,0.076923077,100,100,0.0091007
3.69E-21,-40.86594727,1.03E-05,-9.974325551,0,0.00015405,-7.62E+00,0.0010331,13,0.076923077,300,300,0.0041857
0.00012213,-7.826355286,0.0022414,-5.298961265,1.02E-26,0.0024226,-5.23E+00,7.33E-05,8,0.125,224,162,0.0078957
0.00091744,-6.074844657,0.00028702,-7.08417568,0.0019539,0.00015373,-7.63E+00,5.32E-07,16,0.0625,70,70,0.0032344
0.00038374,-6.831925858,0.0094009,-4.053661134,7.55E-11,0.012094,-3.83E+00,0.0012089,3,0.333333333,180,180,0.0061517
0.13743,-1.723836907,0.064144,-2.385687922,1.1873,0.040276,-2.79E+00,0.00032766,2,0.5,100,100,0.010908
1.91E-21,-41.43793327,5.36E-06,-10.54167042,0,7.98E-05,-8.20E+00,0.00053494,15,0.066666667,300,300,0.0028856
1.82E-86,-171.4798572,1.43E-06,-11.68932793,0,0.0011002,-5.92E+00,0.11843,2,0.5,392,388,0.0075786
0.0023717,-5.249880493,0.00074197,-6.259227308,0.005051,0.0003974,-6.80E+00,1.38E-06,20,0.05,70,70,0.013064
2.23E-05,-9.303390274,0.00054515,-6.526967967,4.38E-12,0.00070134,-6.31E+00,7.01E-05,2,0.5,180,180,0.00015855
0.0055442,-4.512322223,0.0025877,-5.174172148,0.047897,0.0016248,-5.58E+00,1.32E-05,7,0.142857143,100,100,0.0053907
5.53E-19,-36.51454974,0.0015496,-5.619560785,0,0.023075,-3.27E+00,0.15475,1,1,300,300,0.00371
0.00016919,-7.543250619,0.0024528,-5.220675725,1.42E-05,0.0038775,-4.82E+00,0.00201,4,0.25,48,212,0.0047248
0.0018421,-5.469373595,0.00057629,-6.478717833,0.0039231,0.00030866,-7.02E+00,1.07E-06,5,0.2,70,70,0.0006342
0.00015379,-7.626143806,0.0037676,-4.847870424,3.02E-11,0.004847,-4.63E+00,0.00048451,6,0.166666667,180,180,0.0098617
0.011643,-3.867870205,0.0054341,-4.529744748,0.10058,0.0034121,-4.93E+00,2.78E-05,7,0.142857143,100,100,0.01132
7.15E-21,-40.29138792,2.00E-05,-9.397940009,0,0.00029803,-7.05E+00,0.0019987,15,0.066666667,300,300,0.010781
1.01E-13,-25.99135725,0.00010726,-7.939124415,0,0.00028589,-7.09E+00,2.84E-05,16,0.0625,343,209,0.0037418
0.00078252,-6.213009107,0.00024481,-7.222341692,0.0016665,0.00013112,-7.76E+00,4.54E-07,16,0.0625,70,70,0.0027588
8.35E-06,-10.15662705,0.0002046,-7.378188741,1.64E-12,0.00026322,-7.16E+00,2.63E-05,18,0.055555556,180,180,0.0048199
0.001421,-5.694811844,0.00066322,-6.356684771,0.012276,0.00041643,-6.76E+00,3.39E-06,19,0.052631579,100,100,0.010179
2.42E-19,-37.23236927,0.00067692,-6.338925308,0,0.01008,-3.99E+00,0.067602,3,0.333333333,300,300,0.014587
0.0090332,-4.088316748,0.0019625,-5.414380669,2.36E-06,0.0008217,-6.17E+00,1.00E-07,6,0.166666667,162,36,0.0029807
0.00034069,-6.935281227,0.00010658,-7.944648568,0.00072557,5.71E-05,-8.49E+00,1.98E-07,14,0.071428571,70,70,0.00091958
5.27E-05,-8.55637877,0.0012906,-5.778416678,1.04E-11,0.0016603,-5.56E+00,0.00016597,7,0.142857143,180,180,0.0045979
0.002057,-5.373531417,0.00096007,-6.035394202,0.017771,0.00060282,-6.44E+00,4.90E-06,17,0.058823529,100,100,0.011796
2.81E-20,-39.10258736,7.86E-05,-8.209154908,0,0.001171,-5.86E+00,0.0078532,4,0.25,300,300,0.0030124
0.0055262,-4.515146803,0.00047238,-6.651416996,0,0.00017028,-7.54E+00,1.78E-11,15,0.066666667,388,62,0.0024417
0.11436,-1.883451707,0.035778,-2.892767881,0.24356,0.019163,-3.44E+00,6.63E-05,3,0.333333333,70,70,0.014174
1.41E-05,-9.701561775,0.00034558,-6.922902799,2.77E-12,0.00044459,-6.70E+00,4.44E-05,17,0.058823529,180,180,0.0072615
0.0022372,-5.300590379,0.0010442,-5.962432622,0.019328,0.00065565,-6.37E+00,5.33E-06,10,0.1,100,100,0.0044394
5.84E-23,-44.46717431,1.64E-07,-13.5703123,0,2.43E-06,-1.12E+01,1.63E-05,9,0.111111111,300,300,3.17E-05
0.16298,-1.575731373,0.032329,-2.980815458,4.58E-07,0.014323,-3.69E+00,1.79E-06,3,0.333333333,212,58,0.010084
0.0072694,-4.277002867,0.0022742,-5.28634269,0.015482,0.0012181,-5.83E+00,4.21E-06,11,0.090909091,70,70,0.012113
5.97E-05,-8.448051338,0.0014628,-5.669630097,1.17E-11,0.0018819,-5.45E+00,0.00018812,12,0.083333333,180,180,0.015316
0.00014797,-7.659652652,6.91E-05,-8.321043905,0.0012783,4.34E-05,-8.73E+00,3.53E-07,18,0.055555556,100,100,0.00095129
1.04E-20,-39.96593332,2.91E-05,-9.072214022,0,0.00043389,-6.73E+00,0.0029098,10,0.1,300,300,0.0069762
2.14E-12,-23.33917245,0.00026858,-7.141852661,3.21E-147,0.0024174,-5.23E+00,0.014671,5,0.2,209,304,0.01002
0.001599,-5.592303073,0.00050025,-6.601625805,0.0034055,0.00026794,-7.14E+00,9.27E-07,6,0.166666667,70,70,0.00079274
0.0021719,-5.326320349,0.053207,-2.548062455,4.27E-10,0.068451,-2.33E+00,0.0068424,1,1,180,180,0.0038686
0.0097629,-4.020842318,0.0045567,-4.682699126,0.084344,0.0028612,-5.09E+00,2.33E-05,8,0.125,100,100,0.012399
2.95E-20,-39.06035597,8.26E-05,-8.166039905,0,0.0012296,-5.82E+00,0.0082459,8,0.125,300,300,0.012652
1.33E-07,-13.75229672,0.00025438,-7.189034074,1.64E-13,0.0011332,-5.89E+00,0.0050096,8,0.125,36,305,0.012081
0.0062538,-4.407712024,0.0019565,-5.417040296,0.013319,0.0010479,-5.96E+00,3.63E-06,13,0.076923077,70,70,0.014555
